ts,value,resource,scope
1707148932,0.023500000000000014,websites,resource
1707148932,0.034500000000000655,storageclasses,resource
1707148932,0.03435294117647078,clusterrolebindings,resource
1707148932,0.024599999999999997,volumeattachments,resource
1707148932,0.024524137931034487,pods,resource
1707148932,0.024599999999999997,cronjobs,resource
1707148932,0.024880000000000027,networkpolicies,resource
1707148932,0.043266666666666675,configmaps,resource
1707148932,0.03778571428571437,clusterroles,resource
1707148932,0.024440000000000007,apiservices,resource
1707148932,0.024066666666666674,validatingwebhookconfigurations,resource
1707148932,0.04550000000000003,clusterinformations,resource
1707148932,0.024115789473684212,poddisruptionbudgets,resource
1707148932,0.024066666666666674,csidrivers,resource
1707148932,0.04014999999999997,endpoints,resource
1707148932,0.04280000000000006,secrets,resource
1707148932,0.037607142857142756,deployments,resource
1707148932,0.04222222222222219,verticalpodautoscalers,resource
1707148932,0.04306666666666676,nodes,resource
1707148932,0.045333333333333364,mutatingwebhookconfigurations,resource
1707148932,0.028999999999999908,rolebindings,resource
1707148932,0.031000000000000305,roles,resource
1707148932,0.024558878504672896,daemonsets,resource
1707148932,0.024300000000000006,horizontalpodautoscalers,resource
1707148932,0.028000000000000014,customresourcedefinitions,resource
1707148932,0.02398181818181819,priorityclasses,resource
1707148932,0.02498771929824562,serviceaccounts,resource
1707148932,0.039113636363636316,services,resource
1707148932,0.03824999999999996,endpointslices,resource
1707148932,0.02413333333333334,persistentvolumes,resource
1707148932,0.04300000000000006,persistentvolumeclaims,resource
1707148932,0.04529761904761905,leases,resource
1707148932,0.04528571428571434,namespaces,resource
