ts,value
1707148032,NaN
1707148047,0.351999999999996
1707148062,0.7881351351351342
1707148077,0.8246022727272718
1707148092,0.7447187499999999
1707148107,0.644114285714282
1707148122,0.534775700934576
1707148137,0.3794166666666645
1707148152,0.2664210526315784
1707148167,0.11762184873949526
1707148182,0.09987788629229159
1707148197,0.09973410845325456
1707148212,0.09971328602887203
1707148227,0.09962907546778985
1707148242,0.09957845828295042
1707148257,0.09952850619357548
1707148272,0.09957499066641776
1707148287,0.09957566187672416
1707148302,0.0995724891638573
1707148317,0.329401253918499
1707148332,0.46004147465437584
1707148347,0.5595861182519282
1707148362,0.6203274336283191
1707148377,0.6288023255813912
1707148392,0.6351538461538487
1707148407,0.7087503105590046
1707148422,0.693770723817227
1707148437,0.6887040581929565
1707148452,0.6978566945606689
1707148467,0.7177668298653592
1707148482,0.7232563667232578
1707148497,0.7895179665169447
1707148512,0.7959145427286356
1707148527,0.8279618504055275
1707148542,0.8334750899529465
1707148557,0.8620328695080517
1707148572,0.8692553571428575
1707148587,0.8952589944828663
1707148602,0.8959023022432107
1707148617,0.9074360103138172
1707148632,0.9126202531645574
1707148647,0.9217034858067367
1707148662,0.952063990461049
1707148677,6.308736707783901
1707148692,7.34031903843299
1707148707,8.32588437528273
1707148722,8.553441902742009
1707148737,9.738712296983763
1707148752,10
1707148767,10
1707148782,10
1707148797,10
1707148812,10
1707148827,10
1707148842,10
1707148857,10
1707148872,10
1707148887,10
1707148902,10
1707148917,10
1707148932,10
