ts,value,resource,scope
1707144653,0.04046153846153851,namespaces,resource
1707144653,0.024381818181818178,rolebindings,resource
1707144653,0.02428571428571429,persistentvolumeclaims,resource
1707144653,0.04300000000000006,mutatingwebhookconfigurations,resource
1707144653,0.024887500000000014,endpointslices,resource
1707144653,0.02476363636363636,roles,resource
1707144653,0.02438571428571429,pods,resource
1707144653,0.036500000000000025,priorityclasses,resource
1707144653,0.03993749999999991,secrets,resource
1707144653,0.03396428571428557,deployments,resource
1707144653,0.04490000000000003,clusterinformations,resource
1707144653,0.04300000000000006,validatingwebhookconfigurations,resource
1707144653,0.04319999999999999,daemonsets,resource
1707144653,0.03833333333333331,verticalpodautoscalers,resource
1707144653,0.028999999999999908,poddisruptionbudgets,resource
1707144653,0.0360000000000002,storageclasses,resource
1707144653,0.0244,persistentvolumes,resource
1707144653,0.0248,cronjobs,resource
1707144653,0.0433850574712641,leases,resource
1707144653,0.0323333333333333,serviceaccounts,resource
1707144653,0.030750000000000013,customresourcedefinitions,resource
1707144653,0.024066666666666674,apiservices,resource
1707144653,0.04300000000000006,horizontalpodautoscalers,resource
1707144653,0.030399999999999993,clusterroles,resource
1707144653,0.0049499999999999995,volumeattachments,resource
1707144653,0.0244,websites,resource
1707144653,0.024453521126760563,endpoints,resource
1707144653,0.035500000000000045,services,resource
1707144653,0.023952380952380947,networkpolicies,resource
1707144653,0.02388000000000001,csidrivers,resource
1707144653,0.03769565217391316,nodes,resource
1707144653,0.027833333333333366,clusterrolebindings,resource
1707144653,0.03602777777777775,configmaps,resource
