ts,value,resource,verb
1707144653,0.04825000000000002,horizontalpodautoscalers,PUT
1707144653,0.024769899665551855,leases,PUT
1707144653,0.04650000000000003,csidrivers,PUT
1707144653,0.04144444444444449,customresourcedefinitions,PUT
1707144653,0.024800000000000003,jobs,POST
1707144653,0.04323205636283568,deployments,APPLY
1707144653,0.0360000000000002,storageclasses,PUT
1707144653,0.024599999999999997,jobs,DELETE
1707144653,0.023999999999999997,endpoints,PUT
1707144653,0.02429020979020981,endpoints,POST
1707144653,0.0242125,roles,PUT
1707144653,0.049375,serviceaccounts,POST
1707144653,0.09700000000000002,pods,POST
1707144653,0.0394076835629263,deployments,PUT
1707144653,0.0455,secrets,PUT
1707144653,0.024800000000000003,pods,DELETE
1707144653,0.024394117647058823,validatingwebhookconfigurations,PUT
1707144653,0.04008908685968812,replicasets,POST
1707144653,0.004961301369863014,subjectaccessreviews,POST
1707144653,0.047773225241016744,replicasets,DELETE
1707144653,0.024199999999999992,cronjobs,PUT
1707144653,0.030399999999999993,clusterroles,PUT
1707144653,0.05749999999999954,nodes,PATCH
1707144653,0.028999999999999908,rolebindings,PUT
1707144653,0.03700000000000009,priorityclasses,PUT
1707144653,0.04617334132693848,websites,PATCH
1707144653,0.03833333333333331,verticalpodautoscalers,PUT
1707144653,0.024236363636363636,poddisruptionbudgets,PUT
1707144653,0.00495,events,POST
1707144653,0.02476063157894737,endpointslices,POST
1707144653,0.040845436375749736,replicasets,PUT
1707144653,0.004963561643835618,tokenreviews,POST
1707144653,0.02494385964912281,clusterrolebindings,PUT
1707144653,0.02425517241379311,networkpolicies,PUT
1707144653,0.08500000000000016,pods,PATCH
1707144653,0.032499999999999925,verticalpodautoscalercheckpoints,PATCH
1707144653,0.04024999999999999,mutatingwebhookconfigurations,PUT
1707144653,0.024350000000000004,services,PUT
1707144653,0.0938448844884489,websites,POST
1707144653,0.04066666666666677,daemonsets,PUT
1707144653,0.0242,jobs,PUT
1707144653,0.024252173913043497,serviceaccounts,PUT
1707144653,0.024533333333333338,namespaces,PUT
1707144653,0.03833333333333331,verticalpodautoscalers,PATCH
1707144653,0.02360000000000001,apiservices,PUT
1707144653,0.04627003968253976,services,APPLY
1707144653,0.029083333333333614,configmaps,PUT
1707144653,0.04278933002481394,ingresses,APPLY
1707144653,0.043433857576241644,configmaps,APPLY
1707144653,0.03315797101449276,websites,PUT
