ts,value,resource,scope
1707144653,0.19799999999999998,deployments,cluster
1707144653,0.022799999999999983,verticalpodautoscalercheckpoints,namespace
1707144653,0.04825,clusterroles,cluster
1707144653,0.024599999999999997,admissionreports,cluster
1707144653,0.04662500000000002,mutatingwebhookconfigurations,cluster
1707144653,0.04372727272727274,clusterrings,cluster
1707144653,0.06933333333333375,themes,cluster
1707144653,0.036500000000000025,validatingwebhookconfigurations,cluster
1707144653,0.044692307692307726,leases,namespace
1707144653,0.398,customresourcedefinitions,cluster
1707144653,0.035624999999999823,nodes,cluster
1707144653,0.09899999999999999,configmaps,cluster
1707144653,0.0049499999999999995,events,namespace
1707144653,0.0049499999999999995,clusteradmissionreports,cluster
1707144653,0.037212500000000134,resourcequotas,namespace
1707144653,0.3945714285714287,services,cluster
1707144653,0.08650000000000006,secrets,namespace
1707144653,0.023999999999999997,limitranges,namespace
1707144653,0.044796874999999944,horizontalpodautoscalers,cluster
1707144653,0.07975000000000015,pods,namespace
1707144653,0.19799999999999998,websites,cluster
1707144653,0.197,ingresses,cluster
1707144653,0.024733333333333333,verticalpodautoscalers,namespace
1707144653,0.02456666666666666,horizontalpodautoscalers,namespace
1707144653,0.04856250000000017,namespaces,cluster
