ts,value,resource,scope
1707150141,0.04523214285714289,namespaces,cluster
1707150141,0.0049499999999999995,events,namespace
1707150141,0.0049499999999999995,clusteradmissionreports,cluster
1707150141,0.024449999999999996,verticalpodautoscalercheckpoints,namespace
1707150141,0.43599999999999917,customresourcedefinitions,cluster
1707150141,0.024509090909090914,validatingwebhookconfigurations,cluster
1707150141,0.06349999999999975,themes,cluster
1707150141,0.197,ingresses,cluster
1707150141,0.197,configmaps,cluster
1707150141,0.03765000000000032,resourcequotas,namespace
1707150141,0.0248,poddisruptionbudgets,namespace
1707150141,0.0491315789473685,clusterroles,cluster
1707150141,0.197,deployments,cluster
1707150141,0.04728571428571427,clusterrings,cluster
1707150141,0.07087499999999944,horizontalpodautoscalers,cluster
1707150141,0.04887500000000001,secrets,namespace
1707150141,0.043099999999999986,leases,namespace
1707150141,0.024844444444444447,horizontalpodautoscalers,namespace
1707150141,0.0248,verticalpodautoscalers,namespace
1707150141,0.594,websites,cluster
1707150141,0.024599999999999997,admissionreports,cluster
1707150141,0.39352000000000004,services,cluster
1707150141,0.04800000000000005,nodes,cluster
1707150141,0.047750000000000015,mutatingwebhookconfigurations,cluster
1707150141,0.00495,limitranges,namespace
1707150141,0.058999999999999796,pods,namespace
