ts,value,resource,scope
1707147723,0.04925,pods,cluster
1707147723,0.02457575757575758,horizontalpodautoscalers,cluster
1707147723,0.024222535211267607,clusterrings,cluster
1707147723,0.060000000000000234,pods,namespace
1707147723,0.024599999999999997,secrets,cluster
1707147723,0.0049499999999999995,cronjobs,cluster
1707147723,0.024339999999999997,verticalpodautoscalercheckpoints,namespace
1707147723,0.02425776173285199,resourcequotas,namespace
1707147723,0.0049499999999999995,serviceaccounts,cluster
1707147723,0.195,configmaps,cluster
1707147723,0.039861111111111014,clusterroles,cluster
1707147723,0.3856666666666667,services,cluster
1707147723,0.026562500000000003,leases,namespace
1707147723,0.04016666666666661,nodes,cluster
1707147723,0.0049499999999999995,daemonsets,cluster
1707147723,0.0049499999999999995,jobs,cluster
1707147723,0.023399999999999983,limitranges,namespace
1707147723,0.0049499999999999995,events,namespace
1707147723,0.0049499999999999995,poddisruptionbudgets,namespace
1707147723,0.0247,verticalpodautoscalers,namespace
1707147723,0.09933333333333333,ingresses,cluster
1707147723,0.04818750000000002,secrets,namespace
1707147723,0.04695833333333331,themes,cluster
1707147723,0.0049499999999999995,configmaps,namespace
1707147723,0.0248,statefulsets,cluster
1707147723,0.023473684210526327,horizontalpodautoscalers,namespace
1707147723,0.024200000000000006,mutatingwebhookconfigurations,cluster
1707147723,0.024599999999999997,admissionreports,cluster
1707147723,0.39,deployments,cluster
1707147723,0.3973333333333333,websites,cluster
1707147723,0.04300000000000006,validatingwebhookconfigurations,cluster
1707147723,0.398,customresourcedefinitions,cluster
1707147723,0.03470833333333333,namespaces,cluster
1707147723,0.0049499999999999995,clusteradmissionreports,cluster
1707147723,0.0049499999999999995,certificatesigningrequests,cluster
