ts,value,resource,verb
1707147723,0.004988976377952757,events,POST
1707147723,0.0049499999999999995,csinodes,PUT
1707147723,0.08500000000000006,serviceaccounts,POST
1707147723,0.023980000000000005,poddisruptionbudgets,PUT
1707147723,0.032999999999999814,secrets,PUT
1707147723,0.0237270680574202,replicasets,POST
1707147723,0.023918701700154574,leases,PUT
1707147723,0.04399999999999993,customresourcedefinitions,PUT
1707147723,0.18199999999999994,pods,POST
1707147723,0.024142857142857143,verticalpodautoscalercheckpoints,PATCH
1707147723,0.00495,cronjobs,PUT
1707147723,0.0248,mutatingwebhookconfigurations,APPLY
1707147723,0.08602985074626843,websites,POST
1707147723,0.024805714285714302,clusterrolebindings,PUT
1707147723,0.025636894463667532,websites,PATCH
1707147723,0.02424571428571428,services,PUT
1707147723,0.042451879699247866,deployments,APPLY
1707147723,0.023171428571428555,priorityclasses,PUT
1707147723,0.0278220472440946,replicasets,DELETE
1707147723,0.024591304347826085,roles,PUT
1707147723,0.03249999999999983,verticalpodautoscalers,PATCH
1707147723,0.0794999999999999,pods,PATCH
1707147723,0.024342342342342324,serviceaccounts,PUT
1707147723,0.045999999999999965,namespaces,PUT
1707147723,0.024325000000000006,jobs,PUT
1707147723,0.043750000000000025,endpointslices,PUT
1707147723,0.02463902439024393,clusterroles,PUT
1707147723,0.024800000000000003,nodes,PUT
1707147723,0.023542695035460998,endpointslices,POST
1707147723,0.02410604283686191,websites,PUT
1707147723,0.024239999999999994,configmaps,PUT
1707147723,0.024344444444444443,mutatingwebhookconfigurations,PUT
1707147723,0.044500000000000026,daemonsets,PUT
1707147723,0.024600000000000004,jobs,DELETE
1707147723,0.046010161713286715,ingresses,APPLY
1707147723,0.048871300211416564,services,APPLY
1707147723,0.00495,subjectaccessreviews,POST
1707147723,0.02476,jobs,POST
1707147723,0.021599999999999973,csidrivers,PUT
1707147723,0.049166666666666664,pods,DELETE
1707147723,0.04724999999999998,horizontalpodautoscalers,PUT
1707147723,0.0248,certificatesigningrequests,DELETE
1707147723,0.022987062937062947,endpoints,POST
1707147723,0.004994864048338369,tokenreviews,POST
1707147723,0.029999999999999884,verticalpodautoscalers,PUT
1707147723,0.024116666666666665,validatingwebhookconfigurations,PUT
1707147723,0.04912500000000001,pods,APPLY
1707147723,0.024361178211486187,deployments,PUT
1707147723,0.025999999999999978,rolebindings,PUT
1707147723,0.0049499999999999995,csinodes,DELETE
1707147723,0.04024999999999994,nodes,PATCH
1707147723,0.0049499999999999995,events,PATCH
1707147723,0.02476363636363636,networkpolicies,PUT
1707147723,0.044370062836624605,configmaps,APPLY
1707147723,0.04425000000000001,endpoints,PUT
1707147723,0.02483333333333334,storageclasses,PUT
1707147723,0.023500000000000014,apiservices,PUT
1707147723,0.0049499999999999995,leases,DELETE
1707147723,0.02407223910840933,replicasets,PUT
1707147723,0.0049499999999999995,nodes,DELETE
