ts,value,resource,scope
1707147723,0.049499999999999995,csinodes,resource
1707147723,0.0247037037037037,namespaces,resource
1707147723,0.024827499999999985,deployments,resource
1707147723,0.024505000000000006,verticalpodautoscalers,resource
1707147723,0.0049499999999999995,replicasets,resource
1707147723,0.02364571428571428,networkpolicies,resource
1707147723,0.024783999999999994,nodes,resource
1707147723,0.023533333333333337,poddisruptionbudgets,resource
1707147723,0.04400000000000001,websites,resource
1707147723,0.04758333333333335,apiservices,resource
1707147723,0.0248,certificatesigningrequests,resource
1707147723,0.024598540145985406,customresourcedefinitions,resource
1707147723,0.02413333333333333,roles,resource
1707147723,0.02800000000000008,configmaps,resource
1707147723,0.024792857142857148,rolebindings,resource
1707147723,0.024062068965517235,endpointslices,resource
1707147723,0.02416666666666667,persistentvolumes,resource
1707147723,0.024923529411764705,clusterinformations,resource
1707147723,0.042624999999999955,mutatingwebhookconfigurations,resource
1707147723,0.02200000000000002,csidrivers,resource
1707147723,0.024453503184713364,clusterrolebindings,resource
1707147723,0.024741333333333327,services,resource
1707147723,0.02441086956521739,daemonsets,resource
1707147723,0.024750000000000008,priorityclasses,resource
1707147723,0.02537499999999992,endpoints,resource
1707147723,0.024275000000000005,horizontalpodautoscalers,resource
1707147723,0.024872000000000005,pods,resource
1707147723,0.024197802197802196,serviceaccounts,resource
1707147723,0.023650000000000008,persistentvolumeclaims,resource
1707147723,0.023450000000000013,validatingwebhookconfigurations,resource
1707147723,0.0049499999999999995,cronjobs,resource
1707147723,0.027148936170212697,leases,resource
1707147723,0.024786666666666672,storageclasses,resource
1707147723,0.024199999999999992,volumeattachments,resource
1707147723,0.031113636363636288,clusterroles,resource
1707147723,0.029607142857142606,secrets,resource
