ts,value
1707145615,NaN
1707145630,0.4203999999999951
1707145645,0.1611999999999955
1707145660,0.09979671814671816
1707145675,0.09999341957255344
1707145690,0.09980622009569379
1707145705,0.09960521091811415
1707145720,0.09948601895734596
1707145735,0.0994195864539238
1707145750,0.09932188940092167
1707145765,0.09926935326616836
1707145780,0.09920853089415717
1707145795,0.09915104270873412
1707145810,0.09912831954428321
1707145825,0.09911524987120042
1707145840,0.09909288281811647
1707145855,0.09906536307883744
1707145870,0.09906028983160622
1707145885,0.09905646251206693
1707145900,0.09905969176052164
1707145915,0.09902704990301534
1707145930,0.09901863450531481
1707145945,0.09903409023886758
1707145960,0.09904163533834587
1707145975,0.09910638377535103
1707145990,0.09911256369706556
1707146005,0.09912233757415481
1707146020,0.09913729792536712
1707146035,0.09917047126418982
1707146050,0.09917040713102378
1707146065,0.09920791258579993
1707146080,0.09929354190548564
1707146095,0.09950084151304764
1707146110,0.2158785759694844
1707146125,0.5341157556270115
1707146140,0.6473000260892217
1707146155,0.6889581972566938
1707146170,0.7134485764090636
1707146185,0.7556981487292108
1707146200,0.7614267751479274
1707146215,0.7794044548651825
1707146230,0.7800986057028019
1707146245,0.7881527281116625
1707146260,0.8438222922170278
1707146275,0.921346207766718
1707146290,0.9265353667664674
1707146305,0.9326318795708104
1707146320,0.943191710292909
1707146335,0.9531073052440137
1707146350,0.9817212001299352
1707146365,6.714032727776997
1707146380,7.731905609139408
1707146395,8.398255940562361
1707146410,8.722758084733012
1707146425,9.06193001933959
1707146440,9.190555082943433
1707146455,9.965732589488292
1707146470,10
1707146485,10
1707146500,10
1707146515,10
