ts,value,resource,verb
1707146515,0.0248,kubecontrollersconfigurations,PUT
1707146515,0.04512430968564145,ingresses,APPLY
1707146515,0.02458461538461539,jobs,PUT
1707146515,0.038109574680511106,websites,PUT
1707146515,0.0247,jobs,DELETE
1707146515,0.04133333333333335,validatingwebhookconfigurations,PUT
1707146515,0.05519573115349638,replicasets,DELETE
1707146515,0.0245,endpoints,PUT
1707146515,0.04237220128574596,deployments,PUT
1707146515,0.04499999999999997,verticalpodautoscalers,PATCH
1707146515,0.024878048780487817,roles,PUT
1707146515,0.03612499999999982,daemonsets,PUT
1707146515,0.03612499999999982,networkpolicies,PUT
1707146515,0.04587453344093618,configmaps,APPLY
1707146515,0.04639102737259145,deployments,APPLY
1707146515,0.08800000000000006,horizontalpodautoscalers,PUT
1707146515,0.04845833333333335,verticalpodautoscalers,PUT
1707146515,0.00495,tokenreviews,POST
1707146515,0.025812500000000155,clusterroles,PUT
1707146515,0.024800000000000003,pods,DELETE
1707146515,0.0770000000000001,pods,PATCH
1707146515,0.042760158013544325,replicasets,POST
1707146515,0.0360000000000002,storageclasses,PUT
1707146515,0.09425000000000001,serviceaccounts,POST
1707146515,0.04287499999999999,services,PUT
1707146515,0.04775735162273622,services,APPLY
1707146515,0.04339225025746653,replicasets,PUT
1707146515,0.0941142208774585,websites,POST
1707146515,0.031675824175824374,leases,PUT
1707146515,0.04925,jobs,POST
1707146515,0.04729003467317326,websites,PATCH
1707146515,0.034250000000000114,secrets,PUT
1707146515,0.03974999999999995,poddisruptionbudgets,PUT
1707146515,0.02487368421052632,configmaps,PUT
1707146515,0.0360000000000002,priorityclasses,PUT
1707146515,0.04650000000000003,namespaces,PUT
1707146515,0.045225000000000036,customresourcedefinitions,PUT
1707146515,0.02455,cronjobs,PUT
1707146515,0.059500000000000074,nodes,PATCH
1707146515,0.03536111111111123,clusterrolebindings,PUT
1707146515,0.024754117647058826,endpoints,POST
1707146515,0.0985,pods,POST
1707146515,0.004960599571734475,subjectaccessreviews,POST
1707146515,0.036249999999999886,verticalpodautoscalercheckpoints,PATCH
1707146515,0.00495,events,POST
1707146515,0.029775773195876383,endpointslices,POST
1707146515,0.036083333333333426,rolebindings,PUT
1707146515,0.024300000000000006,apiservices,PUT
1707146515,0.04650000000000003,csidrivers,PUT
1707146515,0.031944444444444636,serviceaccounts,PUT
1707146515,0.04024999999999999,mutatingwebhookconfigurations,PUT
