ts,value
1707145630,0.24842045454545453
1707145645,0.24842070484581497
1707145660,0.24791084337349398
1707145675,0.2482861386138614
1707145690,0.2475750728862974
1707145705,0.24805290322580645
1707145720,0.24732374100719423
1707145735,0.2470154349859682
1707145750,0.2463931388012618
1707145765,0.24612892622352084
1707145780,0.24550963391136804
1707145795,0.2452919904363419
1707145810,0.2448167456556082
1707145825,0.24471240875912403
1707145840,0.2444131545338442
1707145855,0.24428899082568803
1707145870,0.2443496046751461
1707145885,0.24452402597402595
1707145900,0.24439260312944525
1707145915,0.24430789897904354
1707145930,0.2442120418848168
1707145945,0.24429495686794955
1707145960,0.2444652527930316
1707145975,0.24477247046738568
1707145990,0.24495875370919878
1707146005,0.2450092851158894
1707146020,0.2451650324794705
1707146035,0.24539168638053394
1707146050,0.2454913940613991
1707146065,0.2456164965986394
1707146080,0.24621091244387425
1707146095,0.2466138957261132
1707146110,0.35781605113636383
1707146125,0.38728373702422103
1707146140,0.42825529733424494
1707146155,0.43683439675173963
1707146170,0.4498787680209695
1707146185,0.45239936229573524
1707146200,0.4522298297557362
1707146215,0.4560386060813122
1707146230,0.45431391905231977
1707146245,0.4546557971014491
1707146260,1.6628392394122784
1707146275,1.9032868171021347
1707146290,1.8634976247030863
1707146305,1.8553848396501504
1707146320,1.8859414225941413
1707146335,1.991438788388729
1707146350,2.3369050304534174
1707146365,3.1779182879377377
1707146380,4.236760148744962
1707146395,4.571281555606095
1707146410,8.07328259975318
1707146425,9.7022466827503
1707146440,10
1707146455,10
1707146470,10
1707146485,10
1707146500,10
1707146515,10
